Android	The failing _USERNAME_ does major FAKE NEWS China story saying 'Mr.Xi has not spoken to Mr. Trump since Nov.14.' We spoke at length yesterday!
Android	LAWFARE: 'Remarkably, in the entire opinion, the panel did not bother even to cite this (the) statute.' A disgraceful decision!
Android	SEE YOU IN COURT, THE SECURITY OF OUR NATION IS AT STAKE!
iPhone	Join us live in the Oval Office for the swearing in of our new Attorney General, _USERNAME_ LIVE:… _URL_
Android	..Ryan died on a winning mission ( according to General Mattis), not a 'failure.' Time for the U.S. to get smart and start winning again!
Android	Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so....
Android	Chris Cuomo, in his interview with Sen. Blumenthal, never asked him about his long-term lie about his brave 'service' in Vietnam. FAKE NEWS!
Android	Sen.Richard Blumenthal, who never fought in Vietnam when he said for years he had (major lie),now misrepresents what Judge Gorsuch told him?
iPhone	Congratulations to our new Attorney General, _USERNAME_ _URL_
iPhone	'Trump administration seen as more truthful than news media' _URL_
iPhone	'Majority in Leading EU Nations Support Trump-Style Travel Ban' Poll of more than 10,000 people in 10 countries..._URL_
iPhone	'Immigration Ban Is One Of Trump's Most Popular Orders So Far' _URL_
iPhone	Thank you Brian Krzanich, CEO of _USERNAME_ A great investment ($7 BILLION) in American INNOVATION and JOBS!… _URL_
Android	Big increase in traffic into our country from certain areas, while our people are far more vulnerable, as we wait for what should be EASY D!
iPhone	'16 Fake News Stories Reporters Have Run Since Trump Won' _URL_
iPhone	My daughter Ivanka has been treated so unfairly by _USERNAME_ She is a great person -- always pushing me to do the right thing! Terrible!
iPhone	Thank you to our great Police Chiefs & Sheriffs for your leadership & service. You have a true friend in the… _URL_
Android	I will be speaking at 9:00 A.M. today to Police Chiefs and Sheriffs and will be discussing the horrible, dangerous and wrong decision.......
Android	If the U.S. does not win this case as it so obviously should, we can never have the security and safety to which we are entitled. Politics!
iPhone	An honor having the National Sheriffs' Assoc. join me at the _USERNAME_ Incredible men & women who protect & serv… _URL_
iPhone	I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1 in terror, no problem!
Android	The threat from radical Islamic terrorism is very real, just look at what is happening in Europe and the Middle-East. Courts must act fast!
Android	The failing _USERNAME_ was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!
iPhone	An extended interview from the Super Bowl with _USERNAME_ airs tonight at 8:00 P.M. Enjoy! _URL_
Android	The failing _USERNAME_ writes total fiction concerning me. They have gotten it wrong for two years, and now are making up stories & sources!
Android	I call my own shots, largely based on an accumulation of data, and everyone knows it. Some FAKE NEWS media, in order to marginalize, lies!
Android	Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting.
Android	What an amazing comeback and win by the Patriots. Tom Brady, Bob Kraft and Coach B are total winners. Wow!
Android	Enjoy the #SuperBowl and then we continue: MAKE AMERICA GREAT AGAIN!
Android	I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!
Android	Just cannot believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!
Android	The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!
Android	Interview with _USERNAME_ on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!
Android	Because the ban was lifted by a judge, many very bad and dangerous people may be pouring into our country. A terrible decision
Android	What is our country coming to when a judge can halt a Homeland Security travel ban and anyone, even with bad intentions, can come into U.S.?
Android	MAKE AMERICA GREAT AGAIN!
Android	After being forced to apologize for its bad and inaccurate coverage of me after winning the election, the FAKE NEWS _USERNAME_ is still lost!
Android	The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned!
Android	Interesting that certain Middle-Eastern countries agree with the ban. They know if certain people are allowed in it's death & destruction!
Android	When a country is no longer able to say who can, and who cannot , come in & out, especially for reasons of safety &.security - big trouble!
Android	Countries charge U.S. companies taxes or tariffs while the U.S. charges them nothing or little.We should charge them SAME as they charge us!
Android	We must keep 'evil' out of our country!
Android	A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S.
Android	Professional anarchists, thugs and paid protesters are proving the point of the millions of people who voted to MAKE AMERICA GREAT AGAIN!
Android	Meeting with biggest business leaders this morning. Good jobs are coming back to U.S., health care and tax bills are being crafted NOW!
Android	Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice!
Android	Iran is playing with fire - they don't appreciate how 'kind' President Obama was to them. Not me!
iPhone	Thank you, _USERNAME_ We would love to have you! _URL_
Android	Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion
Android	Iran has been formally PUT ON NOTICE for firing a ballistic missile.Should have been thankful for the terrible deal the U.S. made with them!
Android	Attending Chief Ryan Owens' Dignified Transfer yesterday with my daughter Ivanka was my great honor. To a great and brave man - thank you!
Android	Congratulations to Rex Tillerson on being sworn in as our new Secretary of State. He will be a star!
Android	If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS?
Android	Do you believe it? The Obama Administration agreed to take thousands of illegal immigrants from Australia. Why? I will study this dumb deal!
Android	Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!
Android	Everybody is arguing whether or not it is a BAN. Call it what you want, it is about keeping bad people (with bad intentions) out of country!
Android	Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man, respected by all.
iPhone	Join me live from the _USERNAME_ _URL_
Android	Getting ready to deliver a VERY IMPORTANT DECISION! 8:00 P.M.
Android	When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!
Android	Nancy Pelosi and Fake Tears Chuck Schumer held a rally at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!
iPhone	The American dream is back. We’re going to create an environment for small business like we haven’t had in many, ma… _URL_
iPhone	Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?
Android	I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.)
Android	If the ban were announced with a one week notice, the 'bad' would rush into our country during that week. A lot of bad 'dudes' out there!
Android	There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!
Android	protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!
Android	Only 109 people out of 325,000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage,.....
iPhone	I will be interviewed by _USERNAME_ on _USERNAME_ tonight at 11pm. Enjoy!
iPhone	Statement Regarding Recent Executive Order Concerning Extreme Vetting: _URL_
Android	...Senators should focus their energies on ISIS, illegal immigration and border security instead of always looking to start World War III.
Android	The joint statement of former presidential candidates John McCain & Lindsey Graham is wrong - they are sadly weak on immigration. The two...
Android	Christians in the Middle-East have been executed in large numbers. We cannot allow this horror to continue!
Android	Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the world - a horrible mess!
Android	Somebody with aptitude and conviction should buy the FAKE NEWS and failing _USERNAME_ and either run it correctly or let it fold with dignity!
Android	...dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course, and never will. DISHONEST
Android	Thr coverage about me in the _USERNAME_ and the _USERNAME_ gas been so false and angry that the times actually apologized to its.....
Android	The failing _USERNAME_ has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!
iPhone	I promise that our administration will ALWAYS have your back. We will ALWAYS be with you! _URL_
iPhone	Congratulations Secretary Mattis! _URL_
iPhone	Statement on International Holocaust Remembrance Day: _URL_
iPhone	._USERNAME_ Mike Pence will be speaking at today's #MarchForLife -- You have our full support! _URL_
iPhone	The #MarchForLife is so important. To all of you marching --- you have my full support!
Android	Mexico has taken advantage of the U.S. for long enough. Massive trade deficits & little help on the very weak border must change, NOW!
Android	Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!
iPhone	Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! _URL_
iPhone	Will be interviewed by _USERNAME_ on _USERNAME_ at 10:00pm tonight. Enjoy!
iPhone	Spoke at the Congressional _USERNAME_ Retreat in Philadelphia, PA. this afternoon w/ _USERNAME_ _USERNAME_ _USERNAME_ Th… _URL_
Android	of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting.
Android	Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!
Android	Interview with David Muir of _USERNAME_ News in 10 minutes. Enjoy!
Android	'_USERNAME_ ._USERNAME_ first _USERNAME_ interview since taking office. Tonight on _USERNAME_ _USERNAME_ tonight. _URL_
iPhone	As your President, I have no higher duty than to protect the lives of the American people. _URL_
iPhone	I will be interviewed by _USERNAME_ tonight at 10 o'clock on _USERNAME_ Will be my first interview from the White House.… _URL_
Android	I will be making my Supreme Court pick on Thursday of next week.Thank you!
Android	even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!
Android	I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and....
Android	Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!
Android	If Chicago doesn't fix the horrible 'carnage' going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!
Android	Congratulations to _USERNAME_ for being number one in inauguration ratings. They were many times higher than FAKE NEWS _USERNAME_ - public is smart!
iPhone	Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the _USERNAME_ today. _URL_
iPhone	Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Off… _URL_
iPhone	Great meeting with automobile industry leaders at the _USERNAME_ this morning. Together, we will #MAGA! _URL_
Android	Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!
Android	Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.
Android	Peaceful protests are a hallmark of our democracy. Even if I don't always agree, I recognize the rights of people to express their views.
Android	Wow, television ratings just out: 31 million people watched the Inauguration, 11 million more than the very good ratings from 4 years ago!
Android	Watched protests yesterday but was under the impression that we just had an election! Why didn't these people vote? Celebs hurt cause badly.
Android	Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!
Android	A fantastic day and evening in Washington D.C.Thank you to _USERNAME_ and so many other news outlets for the GREAT reviews of the speech!
iPhone	THANK YOU for another wonderful evening in Washington, D.C. TOGETHER, we will MAKE AMERICA GREAT AGAIN🇺🇸 _URL_
iPhone	TO ALL AMERICANS🇺🇸 _URL_
iPhone	So to all Americans, in every city near and far, small and large, from mountain to mountain..._URL_
iPhone	It is time to remember that..._URL_
iPhone	We will follow two simple rules: BUY AMERICAN & HIRE AMERICAN! #InaugurationDay #MAGA🇺🇸
iPhone	We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!
iPhone	The forgotten men and women of our country will be forgotten no longer. From this moment on, it’s going to be #AmericaFirst🇺🇸
iPhone	What truly matters is not which party controls our government, but whether our government is controlled by the people.
iPhone	power from Washington, D.C. and giving it back to you, the American People. #InaugurationDay
iPhone	Today we are not merely transferring power from one Administration to another, or from one party to another – but we are transferring...
Android	It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!
iPhone	Thank you for a wonderful evening in Washington, D.C. #Inauguration _URL_
iPhone	Thank you for joining us at the Lincoln Memorial tonight- a very special evening! Together, we are going to MAKE AM… _URL_
iPhone	Join me at 4pm over at the Lincoln Memorial with my family! #Inauguration2017 _URL_
Android	Great Concert at 4:00 P.M. today at Lincoln Memorial. Enjoy!
iPhone	On my way! #Inauguration2017 _URL_
Android	the American people. I have no doubt that we will, together, MAKE AMERICA GREAT AGAIN!
Android	Getting ready to leave for Washington, D.C. The journey begins and I will be working and fighting very hard to make it a great journey for..
Android	'It wasn't Donald Trump that divided this country, this country has been divided for a long time!' Stated today by Reverend Franklin Graham.
iPhone	Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C.… _URL_
iPhone	Great seeing _USERNAME_ and Kimberly at this evenings VP dinner! #GodBlessTheUSA _URL_
Android	._USERNAME_ was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama!
Android	No wonder the Today Show on biased _USERNAME_ is doing so badly compared to its glorious past. Little credibility!
Android	'Bayer AG has pledged to add U.S. jobs and investments after meeting with President-elect Donald Trump, the latest in a string...' _USERNAME_
Android	to the U.S., but had nothing to do with TRUMP, is more FAKE NEWS. Ask top CEO's of those companies for real facts. Came back because of me!
Android	Totally biased _USERNAME_ went out of its way to say that the big announcement from Ford, G.M., Lockheed & others that jobs are coming back...
Android	Will be interviewed by _USERNAME_ on _USERNAME_ - Enjoy!
Android	'thought it would be hypocritical to attend Bush's swearing-in....he doesn't believe Bush is the true elected president.' Sound familiar! WP
Android	John Lewis said about my inauguration, 'It will be the first one that I've missed.' WRONG (or lie)! He boycotted Bush 43 also because he...
Android	country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing 'big stuff.'
Android	With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our.....
Android	The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.
Android	People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!
Android	'_USERNAME_ _USERNAME_ _USERNAME_ Trump is great, a woman with real character and class.'
Android	At 9:00 P.M. _USERNAME_ of all places, is doing a Special Report on my daughter, Ivanka. Considering it is CNN, can't imagine it will be great!
Android	Celebrate Martin Luther King Day and all of the many wonderful things that he stood for. Honor him for being the great man that he was!
Android	much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?
Android	._USERNAME_ 'Outgoing CIA Chief, John Brennan, blasts Pres-Elect Trump on Russia threat. Does not fully understand.' Oh really, couldn't do...
Android	._USERNAME_ is bad but Saturday Night Live is the worst of NBC. Not funny, cast is terrible, always a complete hit job. Really bad television!
Android	about that...Those Intelligence chiefs made a mistake here, & when people make mistakes, they should APOLOGIZE.' Media should also apologize
Android	Thank you to Bob Woodward who said, 'That is a garbage document...it never should have been presented...Trump's right to be upset (angry)...
Android	For many years our country has been divided, angry and untrusting. Many say it will never change, the hatred is too deep. IT WILL CHANGE!!!!
Android	will only get higher. Car companies and others, if they want to do business in our country, have to start making things here again. WIN!
Android	The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..
Android	Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!
Android	Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!
Android	INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS 'A COMPLETE FRAUD!' _USERNAME_
Android	mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!
Android	Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......
Android	have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!
Android	What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.....
Android	released by 'Intelligence' even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!
Android	Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...
Android	It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....
Android	All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!
iPhone	Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House!
Android	._USERNAME_ is in a total meltdown with their FAKE NEWS because their ratings are tanking since election and their credibility will soon be gone!
Android	Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean. _USERNAME_
Android	James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!
Android	'_USERNAME_ _USERNAME_ It's Morning in America again!!! ☀️☀️☀️Thank you President-Elect Donald Trump!!! So proud of you!!!!' THANKS!
Android	We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on
Android	Intelligence agencies should never have allowed this fake news to 'leak' into the public. One last shot at me.Are we living in Nazi Germany?
Android	I win an election easily, a great 'movement' is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!
Android	Russia just said the unverified report paid for by political opponents is 'A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE.' Very unfair!
iPhone	'BuzzFeed Runs Unverifiable Trump-Russia Claims' #FakeNews _URL_
Android	FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!
iPhone	'Trump Helps Lift Small Business Confidence to 12-Yr. High' _URL_ _URL_
iPhone	'Small business optimism soars after Trump election' _URL_
iPhone	'U.S. Small-Business Optimism Index Surges by Most Since 1980' _URL_
iPhone	Thank you to all of the men and women who protect & serve our communities 24/7/365! #LawEnforcementAppreciationDay… _URL_
iPhone	An old picture with Nancy and Ronald Reagan. _URL_
Android	Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford & Fiat C!
Android	It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after...
Android	'groveling' when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!
Android	Hillary flunky who lost big. For the 100th time, I never 'mocked' a disabled reporter (would never do that) but simply showed him.......
Android	Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....
Android	Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!
Android	Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to _USERNAME_ So serious!
Android	Kellyanne Conway went to _USERNAME_ this morning for an interview with _USERNAME_ Dishonest media cut out 9 of her 10 minutes. Terrible!
Android	'_USERNAME_ 'We certainly don’t want intelligence interfering with politics and we don’t want politics interfe… _URL_
Android	'_USERNAME_ Welcome to President and Mrs. Bush. _URL_ Very nice!
Android	I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!
Android	Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter & star
Android	both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!
Android	have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....
Android	Having a good relationship with Russia is a good thing, not a bad thing. Only 'stupid' people, or fools, would think that it is bad! We.....
Android	Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!
Android	Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!
Android	Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!
iPhone	Happy Birthday _USERNAME_ _URL_
iPhone	I am asking the chairs of the House and Senate committees to investigate top secret intelligence shared with NBC prior to me seeing it.
Android	being a movie star-and that was season 1 compared to season 14. Now compare him to my season 1. But who cares, he supported Kasich & Hillary
Android	Wow, the ratings are in and Arnold Schwarzenegger got 'swamped' (or destroyed) by comparison to the ratings machine, DJT. So much for....
Android	Hopefully, all supporters, and those who want to MAKE AMERICA GREAT AGAIN, will go to D.C. on January 20th. It will be a GREAT SHOW!
Android	and knew they were in big trouble - which is why they cancelled their big fireworks at the last minute.THEY SAW A MOVEMENT LIKE NEVER BEFORE
Android	Hillary and the Dems were never going to beat the PASSION of my voters. They saw what was happening in the last two weeks before the......
Android	The dishonest media does not report that any money spent on building the Great Wall (for sake of speed), will be paid back by Mexico later!
Android	So how and why are they so sure about hacking if they never even requested an examination of the computer servers? What is going on?
Android	The Democratic National Committee would not allow the FBI to study or see its computer info after it was supposedly hacked by Russia......
Android	How did NBC get 'an exclusive look into the top secret report he (Obama) was presented?' Who gave them this report and why? Politics!
Android	Toyota Motor said will build a new plant in Baja, Mexico, to build Corolla cars for U.S. NO WAY! Build plant in U.S. or pay big border tax.
Android	to make up their own minds as to the truth. The media lies to make it look like I am against 'Intelligence' when in fact I am a big fan!
Android	The dishonest media likes saying that I am in Agreement with Julian Assange - wrong. I simply state what he states, it is for the people....
Android	...time for Republicans & Democrats to get together and come up with a healthcare plan that really works - much less expensive & FAR BETTER!
Android	...do the typical political thing and BLAME. The fact is ObamaCare was a lie from the beginning.'Keep you doctor, keep your plan!' It is....
Android	massive increases of ObamaCare will take place this year and Dems are to blame for the mess. It will fall of its own weight - be careful!
Android	like the 116% hike in Arizona. Also, deductibles are so high that it is practically useless. Don't let the Schumer clowns out of this web...
Android	Republicans must be careful in that the Dems own the failed ObamaCare disaster, with its poor coverage and massive premium increases......
Android	things they did and said (like giving the questions to the debate to H). A total double standard! Media, as usual, gave them a pass.
Android	Somebody hacked the DNC but why did they not have 'hacking defense' like the RNC has and why have they not responded to the terrible......
Android	Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow
Android	'_USERNAME_ Julian Assange on U.S. media coverage: “It’s very dishonest.” #Hannity _URL_ More dishonest than anyone knows
Android	Julian Assange said 'a 14 year old could have hacked Podesta' - why was DNC so careless? Also said Russians did not give him the info!
Android	The 'Intelligence' briefing on so-called 'Russian hacking' was delayed until Friday, perhaps more time needed to build a case. Very strange!
Android	I will be having a general news conference on JANUARY ELEVENTH in N.Y.C. Thank you.
iPhone	'Trump is already delivering the jobs he promised America' _URL_
Android	There should be no further releases from Gitmo. These are extremely dangerous people and should not be allowed back onto the battlefield.
iPhone	Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for INNOVATION & JOB CREATION. _URL_
iPhone	'_USERNAME_ Ford to scrap Mexico plant, invest in Michigan due to Trump policies' _URL_
Android	With all that Congress has to work on, do they really have to make the weakening of the Independent Ethics Watchdog, as unfair as it
Android	The Democrat Governor.of Minnesota said 'The Affordable Care Act (ObamaCare) is no longer affordable!' - And, it is lousy healthcare.
Android	People must remember that ObamaCare just doesn't work, and it is not affordable - 116% increases (Arizona). Bill Clinton called it 'CRAZY'
Android	General Motors is sending Mexican made model of Chevy Cruze to U.S. car dealers-tax free across border. Make in U.S.A.or pay big border tax!
Android	China has been taking out massive amounts of money & wealth from the U.S. in totally one-sided trade, but won't help with North Korea. Nice!
